t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-19T19:31:07Z,1,1,1,1,70,0
5,2026-09-19T19:31:12Z,1,1,1,1,70,0
11,2026-09-19T19:31:18Z,1,1,1,1,70,0
16,2026-09-19T19:31:23Z,1,1,1,1,70,0
21,2026-09-19T19:31:28Z,1,1,1,1,70,0
26,2026-09-19T19:31:33Z,1,1,1,1,70,0
32,2026-09-19T19:31:39Z,1,1,1,1,70,0
37,2026-09-19T19:31:44Z,1,1,1,1,70,0
42,2026-09-19T19:31:49Z,1,1,1,1,70,0
47,2026-09-19T19:31:54Z,1,1,1,1,70,0
53,2026-09-19T19:32:00Z,1,1,1,1,70,0
58,2026-09-19T19:32:05Z,1,1,1,1,70,0
63,2026-09-19T19:32:10Z,1,1,1,1,70,0
68,2026-09-19T19:32:15Z,1,1,0,1,70,0
74,2026-09-19T19:32:21Z,1,1,1,1,70,0
79,2026-09-19T19:32:26Z,1,1,1,1,70,0
84,2026-09-19T19:32:31Z,1,1,1,1,70,0
89,2026-09-19T19:32:36Z,1,1,1,1,70,0
94,2026-09-19T19:32:41Z,1,1,1,1,70,0
100,2026-09-19T19:32:47Z,1,1,1,1,70,0
105,2026-09-19T19:32:52Z,1,1,1,1,70,0
110,2026-09-19T19:32:57Z,1,1,1,1,70,0
115,2026-09-19T19:33:02Z,1,1,1,1,70,0
121,2026-09-19T19:33:08Z,5,1,1,498,70,0
126,2026-09-19T19:33:13Z,5,1,5,498,70,0
131,2026-09-19T19:33:18Z,8,5,5,498,70,3
136,2026-09-19T19:33:23Z,8,5,8,498,70,0
142,2026-09-19T19:33:29Z,8,5,8,498,70,0
147,2026-09-19T19:33:34Z,8,8,8,498,70,0
152,2026-09-19T19:33:39Z,8,8,8,498,70,0
157,2026-09-19T19:33:44Z,8,8,8,498,70,0
163,2026-09-19T19:33:50Z,8,8,8,498,70,0
168,2026-09-19T19:33:55Z,8,8,8,498,70,0
173,2026-09-19T19:34:00Z,8,8,8,498,70,0
179,2026-09-19T19:34:06Z,8,8,8,331,70,0
184,2026-09-19T19:34:11Z,8,8,8,331,70,0
189,2026-09-19T19:34:16Z,8,8,8,331,70,0
194,2026-09-19T19:34:21Z,8,8,8,331,70,0
200,2026-09-19T19:34:27Z,8,8,8,331,70,0
205,2026-09-19T19:34:32Z,8,8,8,331,70,0
210,2026-09-19T19:34:37Z,8,8,8,331,70,0
215,2026-09-19T19:34:42Z,8,8,8,331,70,0
221,2026-09-19T19:34:48Z,8,8,8,331,70,0
226,2026-09-19T19:34:53Z,8,8,8,331,70,0
231,2026-09-19T19:34:58Z,8,8,8,331,70,0
236,2026-09-19T19:35:03Z,10,8,8,213,70,2
242,2026-09-19T19:35:09Z,10,8,10,213,70,0
247,2026-09-19T19:35:14Z,10,8,10,213,70,0
252,2026-09-19T19:35:19Z,10,10,10,213,70,0
258,2026-09-19T19:35:25Z,10,10,10,213,70,0
263,2026-09-19T19:35:30Z,10,10,10,213,70,0
268,2026-09-19T19:35:35Z,10,10,10,213,70,0
274,2026-09-19T19:35:41Z,10,10,10,213,70,0
279,2026-09-19T19:35:46Z,10,10,10,213,70,0
284,2026-09-19T19:35:51Z,10,10,10,213,70,0
289,2026-09-19T19:35:56Z,10,10,10,213,70,0
295,2026-09-19T19:36:02Z,10,10,10,213,70,0
300,2026-09-19T19:36:07Z,10,10,10,185,70,0
305,2026-09-19T19:36:12Z,10,10,10,185,70,0
310,2026-09-19T19:36:17Z,10,10,10,185,70,0
316,2026-09-19T19:36:23Z,10,10,10,185,70,0
321,2026-09-19T19:36:28Z,10,10,10,185,70,0
326,2026-09-19T19:36:33Z,10,10,10,185,70,0
331,2026-09-19T19:36:38Z,10,10,10,185,70,0
337,2026-09-19T19:36:44Z,10,10,10,185,70,0
342,2026-09-19T19:36:49Z,10,10,10,185,70,0
347,2026-09-19T19:36:54Z,10,10,10,185,70,0
352,2026-09-19T19:36:59Z,10,10,10,185,70,0
357,2026-09-19T19:37:04Z,10,10,10,1,70,0
363,2026-09-19T19:37:10Z,10,10,10,1,70,0
368,2026-09-19T19:37:15Z,10,10,10,1,70,0
373,2026-09-19T19:37:20Z,10,10,10,1,70,0
378,2026-09-19T19:37:25Z,10,10,10,1,70,0
384,2026-09-19T19:37:31Z,10,10,10,1,70,0
389,2026-09-19T19:37:36Z,10,10,10,1,70,0
394,2026-09-19T19:37:41Z,10,10,10,1,70,0
399,2026-09-19T19:37:46Z,10,10,10,1,70,0
404,2026-09-19T19:37:51Z,10,10,10,1,70,0
