t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-19T19:59:04Z,1,1,1,1,50,0
5,2026-09-19T19:59:09Z,1,1,1,1,50,0
11,2026-09-19T19:59:15Z,1,1,1,1,50,0
16,2026-09-19T19:59:20Z,1,1,1,1,50,0
21,2026-09-19T19:59:25Z,1,1,1,1,50,0
26,2026-09-19T19:59:30Z,1,1,1,1,50,0
32,2026-09-19T19:59:36Z,1,1,1,1,50,0
37,2026-09-19T19:59:41Z,1,1,1,1,50,0
42,2026-09-19T19:59:46Z,1,1,1,1,50,0
47,2026-09-19T19:59:51Z,1,1,1,1,50,0
53,2026-09-19T19:59:57Z,1,1,1,1,50,0
58,2026-09-19T20:00:02Z,1,1,1,1,50,0
63,2026-09-19T20:00:07Z,1,1,1,24,50,0
68,2026-09-19T20:00:12Z,1,1,1,24,50,0
73,2026-09-19T20:00:17Z,1,1,1,24,50,0
79,2026-09-19T20:00:23Z,1,1,1,24,50,0
84,2026-09-19T20:00:28Z,1,1,1,24,50,0
89,2026-09-19T20:00:33Z,1,1,1,24,50,0
94,2026-09-19T20:00:38Z,1,1,1,24,50,0
100,2026-09-19T20:00:44Z,1,1,1,24,50,0
105,2026-09-19T20:00:49Z,1,1,1,24,50,0
110,2026-09-19T20:00:54Z,1,1,1,24,50,0
115,2026-09-19T20:00:59Z,1,1,1,24,50,0
121,2026-09-19T20:01:05Z,5,1,1,500,50,4
126,2026-09-19T20:01:10Z,5,1,5,500,50,0
131,2026-09-19T20:01:15Z,5,1,5,500,50,0
136,2026-09-19T20:01:20Z,10,5,5,500,50,0
142,2026-09-19T20:01:26Z,10,5,10,500,50,0
147,2026-09-19T20:01:31Z,10,5,10,500,50,0
152,2026-09-19T20:01:36Z,10,10,10,500,50,0
157,2026-09-19T20:01:41Z,10,10,10,500,50,0
163,2026-09-19T20:01:47Z,10,10,10,500,50,0
168,2026-09-19T20:01:52Z,10,10,10,500,50,0
173,2026-09-19T20:01:57Z,10,10,10,500,50,0
178,2026-09-19T20:02:02Z,10,10,10,500,50,0
184,2026-09-19T20:02:08Z,10,10,10,230,50,0
189,2026-09-19T20:02:13Z,10,10,10,230,50,0
194,2026-09-19T20:02:18Z,10,10,10,230,50,0
199,2026-09-19T20:02:23Z,10,10,10,230,50,0
204,2026-09-19T20:02:28Z,10,10,10,230,50,0
210,2026-09-19T20:02:34Z,10,10,10,230,50,0
215,2026-09-19T20:02:39Z,10,10,10,230,50,0
220,2026-09-19T20:02:44Z,10,10,10,230,50,0
225,2026-09-19T20:02:49Z,10,10,10,230,50,0
231,2026-09-19T20:02:55Z,10,10,10,230,50,0
236,2026-09-19T20:03:00Z,10,10,10,230,50,0
241,2026-09-19T20:03:05Z,10,10,10,97,50,0
246,2026-09-19T20:03:10Z,10,10,10,97,50,0
252,2026-09-19T20:03:16Z,10,10,10,97,50,0
257,2026-09-19T20:03:21Z,10,10,10,97,50,0
262,2026-09-19T20:03:26Z,10,10,10,97,50,0
267,2026-09-19T20:03:31Z,10,10,10,97,50,0
273,2026-09-19T20:03:37Z,10,10,10,97,50,0
278,2026-09-19T20:03:42Z,10,10,10,97,50,0
283,2026-09-19T20:03:47Z,10,10,10,97,50,0
288,2026-09-19T20:03:52Z,10,10,10,97,50,0
294,2026-09-19T20:03:58Z,10,10,10,97,50,0
299,2026-09-19T20:04:03Z,10,10,10,97,50,0
304,2026-09-19T20:04:08Z,10,10,10,94,50,0
309,2026-09-19T20:04:13Z,10,10,10,94,50,0
314,2026-09-19T20:04:18Z,10,10,10,94,50,0
320,2026-09-19T20:04:24Z,10,10,10,94,50,0
325,2026-09-19T20:04:29Z,10,10,10,94,50,0
330,2026-09-19T20:04:34Z,10,10,10,94,50,0
335,2026-09-19T20:04:39Z,10,10,10,94,50,0
341,2026-09-19T20:04:45Z,10,10,10,94,50,0
346,2026-09-19T20:04:50Z,10,10,10,94,50,0
351,2026-09-19T20:04:55Z,10,10,10,94,50,0
356,2026-09-19T20:05:00Z,10,10,10,94,50,0
361,2026-09-19T20:05:05Z,10,10,10,1,50,0
367,2026-09-19T20:05:11Z,10,10,10,1,50,0
372,2026-09-19T20:05:16Z,10,10,10,1,50,0
377,2026-09-19T20:05:21Z,10,10,10,1,50,0
382,2026-09-19T20:05:26Z,10,10,10,1,50,0
388,2026-09-19T20:05:32Z,10,10,10,1,50,0
393,2026-09-19T20:05:37Z,10,10,10,1,50,0
398,2026-09-19T20:05:42Z,10,10,10,1,50,0
403,2026-09-19T20:05:47Z,10,10,10,1,50,0
