t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-19T20:41:11Z,1,1,1,1,50,0
5,2026-09-19T20:41:16Z,1,1,1,1,50,0
10,2026-09-19T20:41:21Z,1,1,1,1,50,0
16,2026-09-19T20:41:27Z,1,1,1,1,50,0
21,2026-09-19T20:41:32Z,1,1,1,1,50,0
26,2026-09-19T20:41:37Z,1,1,1,1,50,0
31,2026-09-19T20:41:42Z,1,1,1,1,50,0
37,2026-09-19T20:41:48Z,1,1,1,1,50,0
42,2026-09-19T20:41:53Z,1,1,1,1,50,0
47,2026-09-19T20:41:58Z,1,1,1,1,50,0
52,2026-09-19T20:42:03Z,1,1,1,1,50,0
57,2026-09-19T20:42:08Z,1,1,1,1,50,0
63,2026-09-19T20:42:14Z,1,1,1,1,50,0
68,2026-09-19T20:42:19Z,1,1,1,1,50,0
73,2026-09-19T20:42:24Z,1,1,1,1,50,0
78,2026-09-19T20:42:29Z,1,1,1,1,50,0
84,2026-09-19T20:42:35Z,1,1,1,1,50,0
89,2026-09-19T20:42:40Z,1,1,1,1,50,0
94,2026-09-19T20:42:45Z,1,1,1,1,50,0
99,2026-09-19T20:42:50Z,1,1,1,1,50,0
105,2026-09-19T20:42:56Z,1,1,1,1,50,0
110,2026-09-19T20:43:01Z,1,1,1,1,50,0
115,2026-09-19T20:43:06Z,5,1,1,468,50,4
120,2026-09-19T20:43:11Z,5,1,5,468,50,0
126,2026-09-19T20:43:17Z,5,1,5,468,50,0
131,2026-09-19T20:43:22Z,10,5,5,468,50,0
136,2026-09-19T20:43:27Z,10,5,10,468,50,0
142,2026-09-19T20:43:33Z,10,5,10,468,50,0
147,2026-09-19T20:43:38Z,10,10,10,468,50,0
152,2026-09-19T20:43:43Z,10,10,10,468,50,0
158,2026-09-19T20:43:49Z,10,10,10,468,50,0
163,2026-09-19T20:43:54Z,10,10,10,468,50,0
168,2026-09-19T20:43:59Z,10,10,10,468,50,0
174,2026-09-19T20:44:05Z,10,10,10,468,50,0
179,2026-09-19T20:44:10Z,10,10,10,428,50,0
184,2026-09-19T20:44:15Z,10,10,10,428,50,0
190,2026-09-19T20:44:21Z,10,10,10,428,50,0
195,2026-09-19T20:44:26Z,10,10,10,428,50,0
201,2026-09-19T20:44:32Z,10,10,10,428,50,0
206,2026-09-19T20:44:37Z,10,10,10,428,50,0
211,2026-09-19T20:44:42Z,10,10,10,428,50,0
217,2026-09-19T20:44:48Z,10,10,10,428,50,0
222,2026-09-19T20:44:53Z,10,10,10,428,50,0
227,2026-09-19T20:44:58Z,10,10,10,428,50,0
233,2026-09-19T20:45:04Z,10,10,10,428,50,0
238,2026-09-19T20:45:09Z,10,10,10,305,50,0
243,2026-09-19T20:45:14Z,10,10,10,305,50,0
249,2026-09-19T20:45:20Z,10,10,10,305,50,0
254,2026-09-19T20:45:25Z,10,10,10,305,50,0
260,2026-09-19T20:45:31Z,10,10,10,305,50,0
265,2026-09-19T20:45:36Z,10,10,10,305,50,0
270,2026-09-19T20:45:41Z,10,10,10,305,50,0
276,2026-09-19T20:45:47Z,10,10,10,305,50,0
281,2026-09-19T20:45:52Z,10,10,10,305,50,0
286,2026-09-19T20:45:57Z,10,10,10,305,50,0
292,2026-09-19T20:46:03Z,10,10,10,305,50,0
297,2026-09-19T20:46:08Z,10,10,10,304,50,0
302,2026-09-19T20:46:13Z,10,10,10,304,50,0
307,2026-09-19T20:46:18Z,10,10,10,304,50,0
313,2026-09-19T20:46:24Z,10,10,10,304,50,0
318,2026-09-19T20:46:29Z,10,10,10,304,50,0
323,2026-09-19T20:46:34Z,10,10,10,304,50,0
328,2026-09-19T20:46:39Z,10,10,10,304,50,0
333,2026-09-19T20:46:44Z,10,10,10,304,50,0
339,2026-09-19T20:46:50Z,10,10,10,304,50,0
344,2026-09-19T20:46:55Z,10,10,10,304,50,0
349,2026-09-19T20:47:00Z,10,10,10,304,50,0
354,2026-09-19T20:47:05Z,10,10,10,304,50,0
360,2026-09-19T20:47:11Z,10,10,10,20,50,0
365,2026-09-19T20:47:16Z,10,10,10,20,50,0
370,2026-09-19T20:47:21Z,10,10,10,20,50,0
375,2026-09-19T20:47:26Z,10,10,10,20,50,0
380,2026-09-19T20:47:31Z,10,10,10,20,50,0
386,2026-09-19T20:47:37Z,10,10,10,20,50,0
391,2026-09-19T20:47:42Z,10,10,10,20,50,0
396,2026-09-19T20:47:47Z,10,10,10,20,50,0
401,2026-09-19T20:47:52Z,10,10,10,20,50,0
