t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-19T20:55:39Z,1,1,1,1,50,0
5,2026-09-19T20:55:44Z,1,1,1,1,50,0
10,2026-09-19T20:55:49Z,1,1,1,1,50,0
15,2026-09-19T20:55:54Z,1,1,1,1,50,0
20,2026-09-19T20:55:59Z,1,1,1,1,50,0
26,2026-09-19T20:56:05Z,1,1,1,1,50,0
31,2026-09-19T20:56:10Z,1,1,1,1,50,0
36,2026-09-19T20:56:15Z,1,1,1,1,50,0
41,2026-09-19T20:56:20Z,1,1,1,1,50,0
47,2026-09-19T20:56:26Z,1,1,1,1,50,0
52,2026-09-19T20:56:31Z,1,1,1,1,50,0
57,2026-09-19T20:56:36Z,1,1,1,1,50,0
62,2026-09-19T20:56:41Z,1,1,1,1,50,0
67,2026-09-19T20:56:46Z,1,1,1,1,50,0
73,2026-09-19T20:56:52Z,1,1,1,1,50,0
78,2026-09-19T20:56:57Z,1,1,1,1,50,0
83,2026-09-19T20:57:02Z,1,1,1,1,50,0
88,2026-09-19T20:57:07Z,5,1,1,237,50,4
94,2026-09-19T20:57:13Z,5,1,5,237,50,0
99,2026-09-19T20:57:18Z,5,1,5,237,50,0
104,2026-09-19T20:57:23Z,5,5,5,237,50,0
110,2026-09-19T20:57:29Z,5,5,5,237,50,0
115,2026-09-19T20:57:34Z,5,5,5,237,50,0
120,2026-09-19T20:57:39Z,5,5,5,237,50,0
125,2026-09-19T20:57:44Z,5,5,5,237,50,0
131,2026-09-19T20:57:50Z,5,5,5,237,50,0
136,2026-09-19T20:57:55Z,5,5,5,237,50,0
141,2026-09-19T20:58:00Z,5,5,5,237,50,0
146,2026-09-19T20:58:05Z,5,5,5,237,50,0
152,2026-09-19T20:58:11Z,8,5,7,376,50,0
157,2026-09-19T20:58:16Z,8,5,8,376,50,0
162,2026-09-19T20:58:21Z,8,5,8,376,50,0
168,2026-09-19T20:58:27Z,8,8,8,376,50,0
173,2026-09-19T20:58:32Z,8,8,8,376,50,0
178,2026-09-19T20:58:37Z,8,8,8,376,50,0
183,2026-09-19T20:58:42Z,8,8,8,376,50,0
189,2026-09-19T20:58:48Z,8,8,8,376,50,0
194,2026-09-19T20:58:53Z,8,8,8,376,50,0
199,2026-09-19T20:58:58Z,8,8,8,376,50,0
204,2026-09-19T20:59:03Z,8,8,8,376,50,0
210,2026-09-19T20:59:09Z,10,8,8,247,50,0
215,2026-09-19T20:59:14Z,10,8,10,247,50,0
220,2026-09-19T20:59:19Z,10,8,10,247,50,0
226,2026-09-19T20:59:25Z,10,10,10,247,50,0
231,2026-09-19T20:59:30Z,10,10,10,247,50,0
236,2026-09-19T20:59:35Z,10,10,10,247,50,0
241,2026-09-19T20:59:40Z,10,10,10,247,50,0
247,2026-09-19T20:59:46Z,10,10,10,247,50,0
252,2026-09-19T20:59:51Z,10,10,10,247,50,0
257,2026-09-19T20:59:56Z,10,10,10,247,50,0
262,2026-09-19T21:00:01Z,10,10,10,247,50,0
267,2026-09-19T21:00:06Z,10,10,10,247,50,0
273,2026-09-19T21:00:12Z,10,10,10,105,50,0
278,2026-09-19T21:00:17Z,10,10,10,105,50,0
283,2026-09-19T21:00:22Z,10,10,10,105,50,0
288,2026-09-19T21:00:27Z,10,10,10,105,50,0
294,2026-09-19T21:00:33Z,10,10,10,105,50,0
299,2026-09-19T21:00:38Z,10,10,10,105,50,0
304,2026-09-19T21:00:43Z,10,10,10,105,50,0
309,2026-09-19T21:00:48Z,10,10,10,105,50,0
314,2026-09-19T21:00:53Z,10,10,10,105,50,0
320,2026-09-19T21:00:59Z,10,10,10,105,50,0
325,2026-09-19T21:01:04Z,10,10,10,105,50,0
330,2026-09-19T21:01:09Z,10,10,10,1,50,0
335,2026-09-19T21:01:14Z,10,10,10,1,50,0
341,2026-09-19T21:01:20Z,10,10,10,1,50,0
346,2026-09-19T21:01:25Z,10,10,10,1,50,0
351,2026-09-19T21:01:30Z,10,10,10,1,50,0
356,2026-09-19T21:01:35Z,10,10,10,1,50,0
362,2026-09-19T21:01:41Z,10,10,10,1,50,0
367,2026-09-19T21:01:46Z,10,10,10,1,50,0
372,2026-09-19T21:01:51Z,10,10,10,1,50,0
377,2026-09-19T21:01:56Z,5,10,5,1,50,0
382,2026-09-19T21:02:01Z,5,10,5,1,50,0
388,2026-09-19T21:02:07Z,5,10,5,1,50,0
393,2026-09-19T21:02:12Z,5,5,5,1,50,0
398,2026-09-19T21:02:17Z,5,5,5,1,50,0
403,2026-09-19T21:02:22Z,5,5,5,1,50,0
409,2026-09-19T21:02:28Z,5,5,5,1,50,0
414,2026-09-19T21:02:33Z,5,5,5,1,50,0
419,2026-09-19T21:02:38Z,5,5,5,1,50,0
424,2026-09-19T21:02:43Z,5,5,5,1,50,0
429,2026-09-19T21:02:48Z,5,5,5,1,50,0
