t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
210,2026-09-19T21:23:40Z,10,10,10,341,50,0
215,2026-09-19T21:23:45Z,10,10,10,341,50,0
221,2026-09-19T21:23:51Z,10,10,10,341,50,0
226,2026-09-19T21:23:56Z,10,10,10,341,50,0
231,2026-09-19T21:24:01Z,10,10,10,341,50,0
236,2026-09-19T21:24:06Z,10,10,10,341,50,0
242,2026-09-19T21:24:12Z,10,10,10,174,50,0
247,2026-09-19T21:24:17Z,10,10,10,174,50,0
252,2026-09-19T21:24:22Z,10,10,10,174,50,0
257,2026-09-19T21:24:27Z,10,10,10,174,50,0
263,2026-09-19T21:24:33Z,10,10,10,174,50,0
268,2026-09-19T21:24:38Z,10,10,10,174,50,0
273,2026-09-19T21:24:43Z,10,10,10,174,50,0
278,2026-09-19T21:24:48Z,10,10,10,174,50,0
283,2026-09-19T21:24:53Z,10,10,10,174,50,0
289,2026-09-19T21:24:59Z,10,10,10,174,50,0
294,2026-09-19T21:25:04Z,10,10,10,174,50,0
299,2026-09-19T21:25:09Z,10,10,10,11,50,0
304,2026-09-19T21:25:14Z,10,10,10,11,50,0
310,2026-09-19T21:25:20Z,10,10,10,11,50,0
315,2026-09-19T21:25:25Z,10,10,10,11,50,0
320,2026-09-19T21:25:30Z,10,10,10,11,50,0
325,2026-09-19T21:25:35Z,10,10,10,11,50,0
331,2026-09-19T21:25:41Z,10,10,10,11,50,0
336,2026-09-19T21:25:46Z,10,10,10,11,50,0
341,2026-09-19T21:25:51Z,10,10,10,11,50,0
346,2026-09-19T21:25:56Z,10,10,10,1,50,0
351,2026-09-19T21:26:01Z,10,10,10,1,50,0
357,2026-09-19T21:26:07Z,10,10,10,1,50,0
362,2026-09-19T21:26:12Z,10,10,10,1,50,0
367,2026-09-19T21:26:17Z,10,10,10,1,50,0
372,2026-09-19T21:26:22Z,10,10,10,1,50,0
378,2026-09-19T21:26:28Z,10,10,10,1,50,0
383,2026-09-19T21:26:33Z,10,10,10,1,50,0
388,2026-09-19T21:26:38Z,10,10,10,1,50,0
393,2026-09-19T21:26:43Z,10,10,10,1,50,0
398,2026-09-19T21:26:48Z,10,10,10,1,50,0
404,2026-09-19T21:26:54Z,10,10,10,1,50,0
409,2026-09-19T21:26:59Z,10,10,10,1,50,0
414,2026-09-19T21:27:04Z,10,10,10,1,50,0
419,2026-09-19T21:27:09Z,10,10,10,1,50,0
425,2026-09-19T21:27:15Z,10,10,10,1,50,0
430,2026-09-19T21:27:20Z,10,10,10,1,50,0
435,2026-09-19T21:27:25Z,10,10,10,1,50,0
440,2026-09-19T21:27:30Z,10,10,10,1,50,0
446,2026-09-19T21:27:36Z,10,10,10,1,50,0
451,2026-09-19T21:27:41Z,10,10,10,1,50,0
456,2026-09-19T21:27:46Z,10,10,10,1,50,0
461,2026-09-19T21:27:51Z,10,10,10,1,50,0
466,2026-09-19T21:27:56Z,5,10,5,1,50,0
472,2026-09-19T21:28:02Z,5,10,5,1,50,0
477,2026-09-19T21:28:07Z,5,10,5,1,50,0
482,2026-09-19T21:28:12Z,5,5,5,1,50,0
487,2026-09-19T21:28:17Z,5,5,5,1,50,0
493,2026-09-19T21:28:23Z,5,5,5,1,50,0
498,2026-09-19T21:28:28Z,5,5,5,1,50,0
503,2026-09-19T21:28:33Z,5,5,5,1,50,0
508,2026-09-19T21:28:38Z,5,5,5,1,50,0
514,2026-09-19T21:28:44Z,5,5,5,1,50,0
519,2026-09-19T21:28:49Z,5,5,5,1,50,0
524,2026-09-19T21:28:54Z,2,5,2,1,50,0
529,2026-09-19T21:28:59Z,2,5,2,1,50,0
534,2026-09-19T21:29:04Z,2,5,2,1,50,0
540,2026-09-19T21:29:10Z,2,2,2,1,50,0
545,2026-09-19T21:29:15Z,2,2,2,1,50,0
550,2026-09-19T21:29:20Z,2,2,2,1,50,0
