t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-19T18:49:02Z,1,1,1,1,30,0
5,2026-09-19T18:49:07Z,1,1,1,1,30,0
10,2026-09-19T18:49:12Z,1,1,1,1,30,0
16,2026-09-19T18:49:18Z,1,1,1,1,30,0
21,2026-09-19T18:49:23Z,1,1,1,1,30,0
26,2026-09-19T18:49:28Z,1,1,1,1,30,0
31,2026-09-19T18:49:33Z,1,1,1,1,30,0
37,2026-09-19T18:49:39Z,1,1,1,1,30,0
42,2026-09-19T18:49:44Z,1,1,1,1,30,0
47,2026-09-19T18:49:49Z,1,1,1,1,30,0
52,2026-09-19T18:49:54Z,1,1,1,1,30,0
57,2026-09-19T18:49:59Z,1,1,1,1,30,0
63,2026-09-19T18:50:05Z,2,1,2,44,30,0
68,2026-09-19T18:50:10Z,2,1,2,44,30,0
73,2026-09-19T18:50:15Z,2,1,2,44,30,0
78,2026-09-19T18:50:20Z,2,2,2,44,30,0
84,2026-09-19T18:50:26Z,2,2,2,44,30,0
89,2026-09-19T18:50:31Z,2,2,2,44,30,0
94,2026-09-19T18:50:36Z,2,2,2,44,30,0
99,2026-09-19T18:50:41Z,2,2,2,44,30,0
105,2026-09-19T18:50:47Z,2,2,2,44,30,0
110,2026-09-19T18:50:52Z,2,2,2,44,30,0
115,2026-09-19T18:50:57Z,2,2,2,44,30,0
120,2026-09-19T18:51:02Z,6,2,2,497,30,4
126,2026-09-19T18:51:08Z,6,2,6,497,30,0
131,2026-09-19T18:51:13Z,6,2,6,497,30,0
136,2026-09-19T18:51:18Z,10,6,6,497,30,0
141,2026-09-19T18:51:23Z,10,6,10,497,30,0
147,2026-09-19T18:51:29Z,10,6,10,497,30,0
152,2026-09-19T18:51:34Z,10,10,10,497,30,0
157,2026-09-19T18:51:39Z,10,10,10,497,30,0
162,2026-09-19T18:51:44Z,10,10,10,497,30,0
168,2026-09-19T18:51:50Z,10,10,10,497,30,0
173,2026-09-19T18:51:55Z,10,10,10,497,30,0
178,2026-09-19T18:52:00Z,10,10,10,497,30,0
183,2026-09-19T18:52:05Z,10,10,10,259,30,0
189,2026-09-19T18:52:11Z,10,10,10,259,30,0
194,2026-09-19T18:52:16Z,10,10,10,259,30,0
199,2026-09-19T18:52:21Z,10,10,10,259,30,0
205,2026-09-19T18:52:27Z,10,10,10,259,30,0
210,2026-09-19T18:52:32Z,10,10,10,259,30,0
215,2026-09-19T18:52:37Z,10,10,10,259,30,0
220,2026-09-19T18:52:42Z,10,10,10,259,30,0
226,2026-09-19T18:52:48Z,10,10,10,259,30,0
231,2026-09-19T18:52:53Z,10,10,10,259,30,0
236,2026-09-19T18:52:58Z,10,10,10,259,30,0
241,2026-09-19T18:53:03Z,10,10,10,176,30,0
247,2026-09-19T18:53:09Z,10,10,10,176,30,0
252,2026-09-19T18:53:14Z,10,10,10,176,30,0
257,2026-09-19T18:53:19Z,10,10,10,176,30,0
263,2026-09-19T18:53:25Z,10,10,10,176,30,0
268,2026-09-19T18:53:30Z,10,10,10,176,30,0
273,2026-09-19T18:53:35Z,10,10,10,176,30,0
278,2026-09-19T18:53:40Z,10,10,10,176,30,0
284,2026-09-19T18:53:46Z,10,10,10,176,30,0
289,2026-09-19T18:53:51Z,10,10,10,176,30,0
294,2026-09-19T18:53:56Z,10,10,10,176,30,0
299,2026-09-19T18:54:01Z,10,10,10,176,30,0
305,2026-09-19T18:54:07Z,10,10,10,161,30,0
310,2026-09-19T18:54:12Z,10,10,10,161,30,0
315,2026-09-19T18:54:17Z,10,10,10,161,30,0
320,2026-09-19T18:54:22Z,10,10,10,161,30,0
326,2026-09-19T18:54:28Z,10,10,10,161,30,0
331,2026-09-19T18:54:33Z,10,10,10,161,30,0
336,2026-09-19T18:54:38Z,10,10,10,161,30,0
341,2026-09-19T18:54:43Z,10,10,10,161,30,0
346,2026-09-19T18:54:48Z,10,10,10,161,30,0
352,2026-09-19T18:54:54Z,10,10,10,161,30,0
357,2026-09-19T18:54:59Z,10,10,10,161,30,0
362,2026-09-19T18:55:04Z,10,10,10,1,30,0
367,2026-09-19T18:55:09Z,10,10,10,1,30,0
373,2026-09-19T18:55:15Z,10,10,10,1,30,0
378,2026-09-19T18:55:20Z,10,10,10,1,30,0
383,2026-09-19T18:55:25Z,10,10,10,1,30,0
388,2026-09-19T18:55:30Z,10,10,10,1,30,0
394,2026-09-19T18:55:36Z,10,10,10,1,30,0
399,2026-09-19T18:55:41Z,10,10,10,1,30,0
404,2026-09-19T18:55:46Z,10,10,10,1,30,0
