t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-19T19:24:07Z,1,1,1,1,70,0
5,2026-09-19T19:24:12Z,1,1,1,1,70,0
11,2026-09-19T19:24:18Z,1,1,1,1,70,0
16,2026-09-19T19:24:23Z,1,1,1,1,70,0
21,2026-09-19T19:24:28Z,1,1,1,1,70,0
26,2026-09-19T19:24:33Z,1,1,1,1,70,0
32,2026-09-19T19:24:39Z,1,1,1,1,70,0
37,2026-09-19T19:24:44Z,1,1,1,1,70,0
42,2026-09-19T19:24:49Z,1,1,1,1,70,0
47,2026-09-19T19:24:54Z,1,1,1,1,70,0
53,2026-09-19T19:25:00Z,1,1,1,1,70,0
58,2026-09-19T19:25:05Z,1,1,1,1,70,0
63,2026-09-19T19:25:10Z,1,1,1,1,70,0
68,2026-09-19T19:25:15Z,1,1,1,1,70,0
73,2026-09-19T19:25:20Z,1,1,1,1,70,0
79,2026-09-19T19:25:26Z,1,1,1,1,70,0
84,2026-09-19T19:25:31Z,1,1,1,1,70,0
89,2026-09-19T19:25:36Z,1,1,1,1,70,0
94,2026-09-19T19:25:41Z,1,1,1,1,70,0
100,2026-09-19T19:25:47Z,1,1,1,1,70,0
105,2026-09-19T19:25:52Z,1,1,1,1,70,0
110,2026-09-19T19:25:57Z,1,1,1,1,70,0
115,2026-09-19T19:26:02Z,1,1,1,1,70,0
121,2026-09-19T19:26:08Z,5,1,5,499,70,0
126,2026-09-19T19:26:13Z,5,1,5,499,70,0
131,2026-09-19T19:26:18Z,8,5,5,499,70,3
136,2026-09-19T19:26:23Z,8,5,8,499,70,0
142,2026-09-19T19:26:29Z,8,5,8,499,70,0
147,2026-09-19T19:26:34Z,8,8,8,499,70,0
152,2026-09-19T19:26:39Z,8,8,8,499,70,0
157,2026-09-19T19:26:44Z,8,8,8,499,70,0
163,2026-09-19T19:26:50Z,8,8,8,499,70,0
168,2026-09-19T19:26:55Z,8,8,8,499,70,0
173,2026-09-19T19:27:00Z,8,8,8,499,70,0
179,2026-09-19T19:27:06Z,8,8,8,332,70,0
184,2026-09-19T19:27:11Z,8,8,8,332,70,0
189,2026-09-19T19:27:16Z,8,8,8,332,70,0
194,2026-09-19T19:27:21Z,8,8,8,332,70,0
200,2026-09-19T19:27:27Z,8,8,8,332,70,0
205,2026-09-19T19:27:32Z,8,8,8,332,70,0
210,2026-09-19T19:27:37Z,8,8,8,332,70,0
215,2026-09-19T19:27:42Z,8,8,8,332,70,0
221,2026-09-19T19:27:48Z,8,8,8,332,70,0
226,2026-09-19T19:27:53Z,8,8,8,332,70,0
231,2026-09-19T19:27:58Z,8,8,8,332,70,0
236,2026-09-19T19:28:03Z,10,8,8,213,70,2
242,2026-09-19T19:28:09Z,10,8,10,213,70,0
247,2026-09-19T19:28:14Z,10,8,10,213,70,0
252,2026-09-19T19:28:19Z,10,10,10,213,70,0
258,2026-09-19T19:28:25Z,10,10,10,213,70,0
263,2026-09-19T19:28:30Z,10,10,10,213,70,0
268,2026-09-19T19:28:35Z,10,10,10,213,70,0
274,2026-09-19T19:28:41Z,10,10,10,213,70,0
279,2026-09-19T19:28:46Z,10,10,10,213,70,0
284,2026-09-19T19:28:51Z,10,10,10,213,70,0
289,2026-09-19T19:28:56Z,10,10,10,213,70,0
295,2026-09-19T19:29:02Z,10,10,10,213,70,0
300,2026-09-19T19:29:07Z,10,10,10,183,70,0
305,2026-09-19T19:29:12Z,10,10,10,183,70,0
310,2026-09-19T19:29:17Z,10,10,10,183,70,0
316,2026-09-19T19:29:23Z,10,10,10,183,70,0
321,2026-09-19T19:29:28Z,10,10,10,183,70,0
326,2026-09-19T19:29:33Z,10,10,10,183,70,0
331,2026-09-19T19:29:38Z,10,10,10,183,70,0
336,2026-09-19T19:29:43Z,10,10,10,183,70,0
342,2026-09-19T19:29:49Z,10,10,10,183,70,0
347,2026-09-19T19:29:54Z,10,10,10,183,70,0
352,2026-09-19T19:29:59Z,10,10,10,183,70,0
357,2026-09-19T19:30:04Z,10,10,10,1,70,0
363,2026-09-19T19:30:10Z,10,10,10,1,70,0
368,2026-09-19T19:30:15Z,10,10,10,1,70,0
373,2026-09-19T19:30:20Z,10,10,10,1,70,0
378,2026-09-19T19:30:25Z,10,10,10,1,70,0
384,2026-09-19T19:30:31Z,10,10,10,1,70,0
389,2026-09-19T19:30:36Z,10,10,10,1,70,0
394,2026-09-19T19:30:41Z,10,10,10,1,70,0
399,2026-09-19T19:30:46Z,10,10,10,1,70,0
404,2026-09-19T19:30:51Z,10,10,10,1,70,0
