t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T06:15:32Z,1,1,1,2,1,1,50,0
5,2026-09-20T06:15:37Z,1,1,1,1,1,1,50,0
10,2026-09-20T06:15:42Z,1,1,1,1,1,1,50,0
15,2026-09-20T06:15:47Z,1,1,1,1,1,1,50,0
21,2026-09-20T06:15:53Z,1,1,1,1,1,1,50,0
26,2026-09-20T06:15:58Z,1,1,1,1,1,1,50,0
31,2026-09-20T06:16:03Z,1,1,1,1,1,1,50,0
36,2026-09-20T06:16:08Z,1,1,1,1,1,1,50,0
42,2026-09-20T06:16:14Z,1,1,1,1,1,1,50,0
47,2026-09-20T06:16:19Z,1,1,1,1,1,1,50,0
52,2026-09-20T06:16:24Z,1,1,1,1,1,1,50,0
57,2026-09-20T06:16:29Z,1,1,1,1,1,1,50,0
63,2026-09-20T06:16:35Z,1,1,1,1,1,1,50,0
68,2026-09-20T06:16:40Z,1,1,1,1,1,1,50,0
73,2026-09-20T06:16:45Z,1,1,1,1,1,1,50,0
78,2026-09-20T06:16:50Z,1,1,1,1,1,1,50,0
84,2026-09-20T06:16:56Z,1,1,1,1,1,1,50,0
89,2026-09-20T06:17:01Z,5,1,5,5,1,296,50,0
94,2026-09-20T06:17:06Z,5,1,5,5,5,296,50,0
100,2026-09-20T06:17:12Z,5,1,5,5,5,296,50,0
105,2026-09-20T06:17:17Z,6,5,6,6,5,296,50,0
110,2026-09-20T06:17:22Z,6,5,6,6,6,296,50,0
115,2026-09-20T06:17:27Z,6,5,6,6,6,296,50,0
121,2026-09-20T06:17:33Z,6,6,6,6,6,296,50,0
126,2026-09-20T06:17:38Z,6,6,6,6,6,296,50,0
131,2026-09-20T06:17:43Z,6,6,6,6,6,296,50,0
137,2026-09-20T06:17:49Z,6,6,6,6,6,296,50,0
142,2026-09-20T06:17:54Z,6,6,6,6,6,296,50,0
147,2026-09-20T06:17:59Z,7,6,6,7,6,346,50,1
153,2026-09-20T06:18:05Z,7,6,7,7,7,346,50,0
158,2026-09-20T06:18:10Z,7,6,7,7,7,346,50,0
163,2026-09-20T06:18:15Z,7,7,7,7,7,346,50,0
168,2026-09-20T06:18:20Z,7,7,7,7,7,346,50,0
174,2026-09-20T06:18:26Z,7,7,7,7,7,346,50,0
179,2026-09-20T06:18:31Z,7,7,7,7,7,346,50,0
184,2026-09-20T06:18:36Z,7,7,7,7,7,346,50,0
190,2026-09-20T06:18:42Z,7,7,7,7,7,346,50,0
195,2026-09-20T06:18:47Z,7,7,7,7,7,346,50,0
200,2026-09-20T06:18:52Z,7,7,7,7,7,346,50,0
206,2026-09-20T06:18:58Z,7,7,7,7,7,346,50,0
211,2026-09-20T06:19:03Z,10,7,10,10,10,247,50,0
216,2026-09-20T06:19:08Z,10,7,10,10,10,247,50,0
222,2026-09-20T06:19:14Z,10,7,10,10,10,247,50,0
227,2026-09-20T06:19:19Z,10,10,10,10,10,247,50,0
232,2026-09-20T06:19:24Z,10,10,10,10,10,247,50,0
237,2026-09-20T06:19:29Z,10,10,10,10,10,247,50,0
243,2026-09-20T06:19:35Z,10,10,10,10,10,247,50,0
248,2026-09-20T06:19:40Z,10,10,10,10,10,247,50,0
253,2026-09-20T06:19:45Z,10,10,10,10,10,247,50,0
258,2026-09-20T06:19:50Z,10,10,10,10,10,247,50,0
264,2026-09-20T06:19:56Z,10,10,10,10,10,247,50,0
269,2026-09-20T06:20:01Z,10,10,10,10,10,85,50,0
274,2026-09-20T06:20:06Z,10,10,10,10,10,85,50,0
279,2026-09-20T06:20:11Z,10,10,10,10,10,85,50,0
285,2026-09-20T06:20:17Z,10,10,10,10,10,85,50,0
290,2026-09-20T06:20:22Z,10,10,10,10,10,85,50,0
295,2026-09-20T06:20:27Z,10,10,10,10,10,85,50,0
