t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T07:22:18Z,1,1,1,10,1,1,50,0
6,2026-09-20T07:22:24Z,1,1,1,6,1,1,50,0
11,2026-09-20T07:22:29Z,1,1,1,1,1,1,50,0
16,2026-09-20T07:22:34Z,1,1,1,1,1,1,50,0
21,2026-09-20T07:22:39Z,1,1,1,1,1,1,50,0
27,2026-09-20T07:22:45Z,1,1,1,1,1,1,50,0
32,2026-09-20T07:22:50Z,1,1,1,1,1,1,50,0
37,2026-09-20T07:22:55Z,1,1,1,1,1,1,50,0
43,2026-09-20T07:23:01Z,1,1,1,1,1,1,50,0
48,2026-09-20T07:23:06Z,1,1,1,1,1,1,50,0
53,2026-09-20T07:23:11Z,1,1,1,1,1,1,50,0
58,2026-09-20T07:23:16Z,1,1,1,1,1,1,50,0
64,2026-09-20T07:23:22Z,1,1,1,1,1,41,50,0
69,2026-09-20T07:23:27Z,1,1,1,1,1,41,50,0
74,2026-09-20T07:23:32Z,1,1,1,1,1,41,50,0
79,2026-09-20T07:23:37Z,1,1,1,1,1,41,50,0
85,2026-09-20T07:23:43Z,1,1,1,1,1,41,50,0
90,2026-09-20T07:23:48Z,5,1,5,5,1,501,50,4
95,2026-09-20T07:23:53Z,5,1,5,5,5,501,50,0
101,2026-09-20T07:23:59Z,5,1,5,5,5,501,50,0
106,2026-09-20T07:24:04Z,10,5,10,10,5,501,50,0
111,2026-09-20T07:24:09Z,10,5,10,10,10,501,50,0
116,2026-09-20T07:24:14Z,10,5,10,10,10,501,50,0
122,2026-09-20T07:24:20Z,10,10,10,10,10,448,50,0
127,2026-09-20T07:24:25Z,10,10,10,10,10,448,50,0
132,2026-09-20T07:24:30Z,10,10,10,10,10,448,50,0
138,2026-09-20T07:24:36Z,10,10,10,10,10,448,50,0
143,2026-09-20T07:24:41Z,10,10,10,10,10,448,50,0
148,2026-09-20T07:24:46Z,10,10,10,10,10,448,50,0
154,2026-09-20T07:24:52Z,10,10,10,10,10,177,50,0
159,2026-09-20T07:24:57Z,10,10,10,10,10,177,50,0
164,2026-09-20T07:25:02Z,10,10,10,10,10,177,50,0
169,2026-09-20T07:25:07Z,10,10,10,10,10,177,50,0
175,2026-09-20T07:25:13Z,10,10,10,10,10,177,50,0
180,2026-09-20T07:25:18Z,10,10,10,10,10,179,50,0
185,2026-09-20T07:25:23Z,10,10,10,10,10,179,50,0
191,2026-09-20T07:25:29Z,10,10,10,10,10,179,50,0
196,2026-09-20T07:25:34Z,10,10,10,10,10,179,50,0
201,2026-09-20T07:25:39Z,10,10,10,10,10,179,50,0
207,2026-09-20T07:25:45Z,10,10,10,10,10,179,50,0
212,2026-09-20T07:25:50Z,10,10,10,10,10,177,50,0
217,2026-09-20T07:25:55Z,10,10,10,10,10,177,50,0
223,2026-09-20T07:26:01Z,10,10,10,10,10,177,50,0
228,2026-09-20T07:26:06Z,10,10,10,10,10,177,50,0
233,2026-09-20T07:26:11Z,10,10,10,10,10,177,50,0
239,2026-09-20T07:26:17Z,10,10,10,10,10,177,50,0
244,2026-09-20T07:26:22Z,10,10,10,10,10,177,50,0
249,2026-09-20T07:26:27Z,10,10,10,10,10,177,50,0
255,2026-09-20T07:26:33Z,10,10,10,10,10,177,50,0
260,2026-09-20T07:26:38Z,10,10,10,10,10,177,50,0
265,2026-09-20T07:26:43Z,10,10,10,10,10,177,50,0
270,2026-09-20T07:26:48Z,10,10,10,10,10,178,50,0
276,2026-09-20T07:26:54Z,10,10,10,10,10,178,50,0
281,2026-09-20T07:26:59Z,10,10,10,10,10,178,50,0
286,2026-09-20T07:27:04Z,10,10,10,10,10,178,50,0
292,2026-09-20T07:27:10Z,10,10,10,10,10,178,50,0
297,2026-09-20T07:27:15Z,10,10,10,10,10,178,50,0
302,2026-09-20T07:27:20Z,10,10,10,10,10,165,50,0
307,2026-09-20T07:27:25Z,10,10,10,10,10,165,50,0
313,2026-09-20T07:27:31Z,10,10,10,10,10,165,50,0
318,2026-09-20T07:27:36Z,10,10,10,10,10,165,50,0
323,2026-09-20T07:27:41Z,10,10,10,10,10,165,50,0
329,2026-09-20T07:27:47Z,10,10,10,10,10,165,50,0
334,2026-09-20T07:27:52Z,10,10,10,10,10,1,50,0
339,2026-09-20T07:27:57Z,10,10,10,10,10,1,50,0
344,2026-09-20T07:28:02Z,10,10,10,10,10,1,50,0
350,2026-09-20T07:28:08Z,10,10,10,10,10,1,50,0
355,2026-09-20T07:28:13Z,10,10,10,10,10,1,50,0
360,2026-09-20T07:28:18Z,10,10,10,10,10,1,50,0
365,2026-09-20T07:28:23Z,10,10,10,10,10,1,50,0
371,2026-09-20T07:28:29Z,10,10,10,10,10,1,50,0
376,2026-09-20T07:28:34Z,10,10,10,10,10,1,50,0
381,2026-09-20T07:28:39Z,10,10,10,10,10,1,50,0
386,2026-09-20T07:28:44Z,10,10,10,10,10,1,50,0
392,2026-09-20T07:28:50Z,10,10,10,10,10,1,50,0
397,2026-09-20T07:28:55Z,10,10,10,10,10,1,50,0
402,2026-09-20T07:29:00Z,10,10,10,10,10,1,50,0
