t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T13:29:51Z,4,1,4,13,4,170,50,0
5,2026-09-20T13:29:56Z,4,1,4,13,4,170,50,0
10,2026-09-20T13:30:01Z,4,1,4,4,4,170,50,0
16,2026-09-20T13:30:07Z,4,4,4,4,4,170,50,0
21,2026-09-20T13:30:12Z,4,4,4,4,4,170,50,0
26,2026-09-20T13:30:17Z,4,4,4,4,4,1,50,0
31,2026-09-20T13:30:22Z,4,4,4,4,4,1,50,0
37,2026-09-20T13:30:28Z,4,4,4,4,4,1,50,0
42,2026-09-20T13:30:33Z,4,4,4,4,4,1,50,0
47,2026-09-20T13:30:38Z,4,4,4,4,4,1,50,0
52,2026-09-20T13:30:43Z,4,4,4,4,4,1,50,0
58,2026-09-20T13:30:49Z,4,4,4,4,4,1,50,0
63,2026-09-20T13:30:54Z,4,4,4,4,4,1,50,0
68,2026-09-20T13:30:59Z,4,4,4,4,4,1,50,0
73,2026-09-20T13:31:04Z,4,4,4,4,4,1,50,0
79,2026-09-20T13:31:10Z,4,4,4,4,4,1,50,0
84,2026-09-20T13:31:15Z,4,4,4,4,4,1,50,0
89,2026-09-20T13:31:20Z,4,4,4,4,4,35,50,0
94,2026-09-20T13:31:25Z,4,4,4,4,4,35,50,0
100,2026-09-20T13:31:31Z,4,4,4,4,4,35,50,0
105,2026-09-20T13:31:36Z,4,4,4,4,4,35,50,0
110,2026-09-20T13:31:41Z,4,4,4,4,4,35,50,0
116,2026-09-20T13:31:47Z,4,4,4,4,4,35,50,0
121,2026-09-20T13:31:52Z,4,4,4,4,4,35,50,0
126,2026-09-20T13:31:57Z,4,4,4,4,4,35,50,0
131,2026-09-20T13:32:02Z,4,4,4,4,4,35,50,0
137,2026-09-20T13:32:08Z,4,4,4,4,4,35,50,0
142,2026-09-20T13:32:13Z,4,4,4,4,4,35,50,0
147,2026-09-20T13:32:18Z,8,4,8,8,4,349,50,0
153,2026-09-20T13:32:24Z,8,4,8,8,8,349,50,0
158,2026-09-20T13:32:29Z,8,4,8,8,8,349,50,0
163,2026-09-20T13:32:34Z,10,8,10,10,10,349,50,0
168,2026-09-20T13:32:39Z,10,8,10,10,10,349,50,0
174,2026-09-20T13:32:45Z,10,8,10,10,10,349,50,0
179,2026-09-20T13:32:50Z,10,10,10,10,10,349,50,0
184,2026-09-20T13:32:55Z,10,10,10,10,10,349,50,0
189,2026-09-20T13:33:00Z,10,10,10,10,10,349,50,0
195,2026-09-20T13:33:06Z,10,10,10,10,10,349,50,0
200,2026-09-20T13:33:11Z,10,10,10,10,10,349,50,0
