t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T05:19:59Z,1,1,1,10,1,1,50,0
5,2026-09-20T05:20:04Z,1,1,1,10,1,1,50,0
10,2026-09-20T05:20:09Z,1,1,1,1,1,1,50,0
16,2026-09-20T05:20:15Z,1,1,1,1,1,1,50,0
21,2026-09-20T05:20:20Z,1,1,1,1,1,1,50,0
26,2026-09-20T05:20:25Z,1,1,1,1,1,1,50,0
32,2026-09-20T05:20:31Z,1,1,1,1,1,1,50,0
37,2026-09-20T05:20:36Z,1,1,1,1,1,1,50,0
42,2026-09-20T05:20:41Z,1,1,1,1,1,1,50,0
47,2026-09-20T05:20:46Z,1,1,1,1,1,1,50,0
53,2026-09-20T05:20:52Z,1,1,1,1,1,1,50,0
58,2026-09-20T05:20:57Z,2,1,2,2,1,69,50,1
63,2026-09-20T05:21:02Z,2,1,2,2,2,69,50,0
68,2026-09-20T05:21:07Z,2,1,2,2,2,69,50,0
74,2026-09-20T05:21:13Z,2,2,2,2,2,69,50,0
79,2026-09-20T05:21:18Z,2,2,2,2,2,69,50,0
84,2026-09-20T05:21:23Z,2,2,2,2,2,69,50,0
89,2026-09-20T05:21:28Z,2,2,2,2,1,69,50,0
95,2026-09-20T05:21:34Z,2,2,2,2,2,69,50,0
100,2026-09-20T05:21:39Z,2,2,2,2,2,69,50,0
105,2026-09-20T05:21:44Z,2,2,2,2,2,69,50,0
111,2026-09-20T05:21:50Z,2,2,2,2,2,69,50,0
116,2026-09-20T05:21:55Z,2,2,2,2,2,69,50,0
121,2026-09-20T05:22:00Z,6,2,6,6,6,500,50,0
126,2026-09-20T05:22:05Z,6,2,6,6,6,500,50,0
132,2026-09-20T05:22:11Z,6,2,6,6,6,500,50,0
137,2026-09-20T05:22:16Z,10,6,10,10,10,500,50,0
142,2026-09-20T05:22:21Z,10,6,10,10,10,500,50,0
148,2026-09-20T05:22:27Z,10,10,10,10,10,500,50,0
153,2026-09-20T05:22:32Z,10,10,10,10,10,500,50,0
159,2026-09-20T05:22:38Z,10,10,10,10,10,500,50,0
164,2026-09-20T05:22:43Z,10,10,10,10,10,500,50,0
169,2026-09-20T05:22:48Z,10,10,10,10,10,500,50,0
175,2026-09-20T05:22:54Z,10,10,10,10,10,500,50,0
180,2026-09-20T05:22:59Z,10,10,10,10,10,372,50,0
186,2026-09-20T05:23:05Z,10,10,10,10,10,372,50,0
191,2026-09-20T05:23:10Z,10,10,10,10,10,372,50,0
196,2026-09-20T05:23:15Z,10,10,10,10,10,372,50,0
202,2026-09-20T05:23:21Z,10,10,10,10,10,372,50,0
207,2026-09-20T05:23:26Z,10,10,10,10,10,372,50,0
213,2026-09-20T05:23:32Z,10,10,10,10,10,372,50,0
218,2026-09-20T05:23:37Z,10,10,10,10,10,372,50,0
223,2026-09-20T05:23:42Z,10,10,10,10,10,372,50,0
229,2026-09-20T05:23:48Z,10,10,10,10,10,372,50,0
234,2026-09-20T05:23:53Z,10,10,10,10,10,372,50,0
240,2026-09-20T05:23:59Z,10,10,10,10,10,300,50,0
245,2026-09-20T05:24:04Z,10,10,10,10,10,300,50,0
251,2026-09-20T05:24:10Z,10,10,10,10,10,300,50,0
256,2026-09-20T05:24:15Z,10,10,10,10,10,300,50,0
261,2026-09-20T05:24:20Z,10,10,10,10,10,300,50,0
267,2026-09-20T05:24:26Z,10,10,10,10,10,300,50,0
272,2026-09-20T05:24:31Z,10,10,10,10,10,300,50,0
278,2026-09-20T05:24:37Z,10,10,10,10,10,300,50,0
283,2026-09-20T05:24:42Z,10,10,10,10,10,300,50,0
288,2026-09-20T05:24:47Z,10,10,10,10,10,300,50,0
294,2026-09-20T05:24:53Z,10,10,10,10,10,300,50,0
299,2026-09-20T05:24:58Z,10,10,10,10,10,261,50,0
304,2026-09-20T05:25:03Z,10,10,10,10,10,261,50,0
310,2026-09-20T05:25:09Z,10,10,10,10,10,261,50,0
315,2026-09-20T05:25:14Z,10,10,10,10,10,261,50,0
320,2026-09-20T05:25:19Z,10,10,10,10,10,261,50,0
325,2026-09-20T05:25:24Z,10,10,10,10,10,261,50,0
331,2026-09-20T05:25:30Z,10,10,10,10,10,261,50,0
336,2026-09-20T05:25:35Z,10,10,10,10,10,261,50,0
341,2026-09-20T05:25:40Z,10,10,10,10,10,261,50,0
346,2026-09-20T05:25:45Z,10,10,10,10,10,261,50,0
352,2026-09-20T05:25:51Z,10,10,10,10,10,261,50,0
357,2026-09-20T05:25:56Z,10,10,10,10,10,261,50,0
362,2026-09-20T05:26:01Z,10,10,10,10,10,1,50,0
367,2026-09-20T05:26:06Z,10,10,10,10,10,1,50,0
373,2026-09-20T05:26:12Z,10,10,10,10,10,1,50,0
378,2026-09-20T05:26:17Z,10,10,10,10,10,1,50,0
383,2026-09-20T05:26:22Z,10,10,10,10,10,1,50,0
388,2026-09-20T05:26:27Z,10,10,10,10,10,1,50,0
394,2026-09-20T05:26:33Z,10,10,10,10,10,1,50,0
399,2026-09-20T05:26:38Z,10,10,10,10,10,1,50,0
404,2026-09-20T05:26:43Z,10,10,10,10,10,1,50,0
