t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T06:06:02Z,1,1,1,2,1,1,50,0
6,2026-09-20T06:06:08Z,1,1,1,1,1,1,50,0
11,2026-09-20T06:06:13Z,1,1,1,1,1,1,50,0
16,2026-09-20T06:06:18Z,1,1,1,1,1,1,50,0
22,2026-09-20T06:06:24Z,1,1,1,1,1,1,50,0
27,2026-09-20T06:06:29Z,1,1,1,1,1,1,50,0
32,2026-09-20T06:06:34Z,1,1,1,1,1,1,50,0
37,2026-09-20T06:06:39Z,1,1,1,1,1,1,50,0
43,2026-09-20T06:06:45Z,1,1,1,1,1,1,50,0
48,2026-09-20T06:06:50Z,1,1,1,1,1,1,50,0
53,2026-09-20T06:06:55Z,1,1,1,1,1,1,50,0
58,2026-09-20T06:07:00Z,1,1,1,1,1,38,50,0
64,2026-09-20T06:07:06Z,1,1,1,1,0,38,50,0
69,2026-09-20T06:07:11Z,1,1,1,1,1,38,50,0
74,2026-09-20T06:07:16Z,1,1,1,1,1,38,50,0
79,2026-09-20T06:07:21Z,1,1,1,1,1,38,50,0
85,2026-09-20T06:07:27Z,1,1,1,1,1,38,50,0
90,2026-09-20T06:07:32Z,1,1,1,1,1,38,50,0
95,2026-09-20T06:07:37Z,1,1,1,1,1,38,50,0
100,2026-09-20T06:07:42Z,1,1,1,1,1,38,50,0
106,2026-09-20T06:07:48Z,1,1,1,1,0,38,50,0
111,2026-09-20T06:07:53Z,1,1,1,1,1,38,50,0
116,2026-09-20T06:07:58Z,1,1,1,1,1,38,50,0
121,2026-09-20T06:08:03Z,5,1,5,5,2,490,50,0
127,2026-09-20T06:08:09Z,5,1,5,5,5,490,50,0
132,2026-09-20T06:08:14Z,10,5,10,10,5,490,50,5
137,2026-09-20T06:08:19Z,10,5,10,10,10,490,50,0
143,2026-09-20T06:08:25Z,10,5,10,10,10,490,50,0
148,2026-09-20T06:08:30Z,10,10,10,10,10,490,50,0
153,2026-09-20T06:08:35Z,10,10,10,10,10,490,50,0
159,2026-09-20T06:08:41Z,10,10,10,10,10,490,50,0
164,2026-09-20T06:08:46Z,10,10,10,10,10,490,50,0
169,2026-09-20T06:08:51Z,10,10,10,10,10,490,50,0
175,2026-09-20T06:08:57Z,10,10,10,10,10,490,50,0
180,2026-09-20T06:09:02Z,10,10,10,10,10,286,50,0
185,2026-09-20T06:09:07Z,10,10,10,10,10,286,50,0
191,2026-09-20T06:09:13Z,10,10,10,10,10,286,50,0
196,2026-09-20T06:09:18Z,10,10,10,10,10,286,50,0
201,2026-09-20T06:09:23Z,10,10,10,10,10,286,50,0
206,2026-09-20T06:09:28Z,10,10,10,10,10,286,50,0
212,2026-09-20T06:09:34Z,10,10,10,10,10,286,50,0
217,2026-09-20T06:09:39Z,10,10,10,10,10,286,50,0
222,2026-09-20T06:09:44Z,10,10,10,10,10,286,50,0
228,2026-09-20T06:09:50Z,10,10,10,10,10,286,50,0
233,2026-09-20T06:09:55Z,10,10,10,10,10,286,50,0
