t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T07:44:49Z,1,1,1,10,1,1,50,0
5,2026-09-20T07:44:54Z,1,1,1,10,1,1,50,0
10,2026-09-20T07:44:59Z,1,1,1,8,1,1,50,0
15,2026-09-20T07:45:04Z,1,1,1,1,1,1,50,0
21,2026-09-20T07:45:10Z,1,1,1,1,1,1,50,0
26,2026-09-20T07:45:15Z,1,1,1,1,1,1,50,0
31,2026-09-20T07:45:20Z,1,1,1,1,1,1,50,0
36,2026-09-20T07:45:25Z,1,1,1,1,1,1,50,0
42,2026-09-20T07:45:31Z,1,1,1,1,1,1,50,0
47,2026-09-20T07:45:36Z,1,1,1,1,1,1,50,0
52,2026-09-20T07:45:41Z,1,1,1,1,1,1,50,0
57,2026-09-20T07:45:46Z,1,1,1,1,1,1,50,0
63,2026-09-20T07:45:52Z,1,1,1,1,1,1,50,0
68,2026-09-20T07:45:57Z,1,1,1,1,1,1,50,0
73,2026-09-20T07:46:02Z,1,1,1,1,1,1,50,0
78,2026-09-20T07:46:07Z,1,1,1,1,1,1,50,0
84,2026-09-20T07:46:13Z,1,1,1,1,1,1,50,0
89,2026-09-20T07:46:18Z,1,1,1,1,1,1,50,0
94,2026-09-20T07:46:23Z,5,1,5,5,5,275,50,0
100,2026-09-20T07:46:29Z,5,1,5,5,5,275,50,0
105,2026-09-20T07:46:34Z,5,5,5,5,5,275,50,0
110,2026-09-20T07:46:39Z,5,5,5,5,5,275,50,0
115,2026-09-20T07:46:44Z,5,5,5,5,5,275,50,0
121,2026-09-20T07:46:50Z,5,5,5,5,5,275,50,0
126,2026-09-20T07:46:55Z,5,5,5,5,5,275,50,0
131,2026-09-20T07:47:00Z,5,5,5,5,5,275,50,0
137,2026-09-20T07:47:06Z,5,5,5,5,5,275,50,0
142,2026-09-20T07:47:11Z,5,5,5,5,5,275,50,0
147,2026-09-20T07:47:16Z,5,5,5,5,5,275,50,0
152,2026-09-20T07:47:21Z,8,5,8,8,8,386,50,0
158,2026-09-20T07:47:27Z,8,5,8,8,8,386,50,0
163,2026-09-20T07:47:32Z,8,5,8,8,8,386,50,0
168,2026-09-20T07:47:37Z,8,8,8,8,8,386,50,0
174,2026-09-20T07:47:43Z,8,8,8,8,8,386,50,0
179,2026-09-20T07:47:48Z,8,8,8,8,8,386,50,0
184,2026-09-20T07:47:53Z,8,8,8,8,8,386,50,0
189,2026-09-20T07:47:58Z,8,8,8,8,8,386,50,0
195,2026-09-20T07:48:04Z,8,8,8,8,8,386,50,0
200,2026-09-20T07:48:09Z,8,8,8,8,8,386,50,0
205,2026-09-20T07:48:14Z,8,8,8,8,8,386,50,0
211,2026-09-20T07:48:20Z,10,8,10,10,8,229,50,0
216,2026-09-20T07:48:25Z,10,8,10,10,10,229,50,0
221,2026-09-20T07:48:30Z,10,8,10,10,10,229,50,0
227,2026-09-20T07:48:36Z,10,10,10,10,10,229,50,0
232,2026-09-20T07:48:41Z,10,10,10,10,10,229,50,0
237,2026-09-20T07:48:46Z,10,10,10,10,10,229,50,0
243,2026-09-20T07:48:52Z,10,10,10,10,10,229,50,0
248,2026-09-20T07:48:57Z,10,10,10,10,10,229,50,0
253,2026-09-20T07:49:02Z,10,10,10,10,10,229,50,0
259,2026-09-20T07:49:08Z,10,10,10,10,10,229,50,0
264,2026-09-20T07:49:13Z,10,10,10,10,10,229,50,0
269,2026-09-20T07:49:18Z,10,10,10,10,10,186,50,0
275,2026-09-20T07:49:24Z,10,10,10,10,10,186,50,0
280,2026-09-20T07:49:29Z,10,10,10,10,10,186,50,0
285,2026-09-20T07:49:34Z,10,10,10,10,10,186,50,0
290,2026-09-20T07:49:39Z,10,10,10,10,10,186,50,0
296,2026-09-20T07:49:45Z,10,10,10,10,10,186,50,0
301,2026-09-20T07:49:50Z,10,10,10,10,10,186,50,0
306,2026-09-20T07:49:55Z,10,10,10,10,10,186,50,0
312,2026-09-20T07:50:01Z,10,10,10,10,10,186,50,0
317,2026-09-20T07:50:06Z,10,10,10,10,10,186,50,0
322,2026-09-20T07:50:11Z,10,10,10,10,10,186,50,0
327,2026-09-20T07:50:16Z,10,10,10,10,10,186,50,0
333,2026-09-20T07:50:22Z,10,10,10,10,10,80,50,0
338,2026-09-20T07:50:27Z,10,10,10,10,10,80,50,0
343,2026-09-20T07:50:32Z,10,10,10,10,10,80,50,0
348,2026-09-20T07:50:37Z,10,10,10,10,10,80,50,0
354,2026-09-20T07:50:43Z,10,10,10,10,10,80,50,0
359,2026-09-20T07:50:48Z,10,10,10,10,10,80,50,0
364,2026-09-20T07:50:53Z,10,10,10,10,10,80,50,0
369,2026-09-20T07:50:58Z,10,10,10,10,10,80,50,0
375,2026-09-20T07:51:04Z,10,10,10,10,10,80,50,0
380,2026-09-20T07:51:09Z,10,10,10,10,10,80,50,0
385,2026-09-20T07:51:14Z,10,10,10,10,10,80,50,0
390,2026-09-20T07:51:19Z,10,10,10,10,10,1,50,0
396,2026-09-20T07:51:25Z,10,10,10,10,10,1,50,0
401,2026-09-20T07:51:30Z,10,10,10,10,10,1,50,0
