t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T07:00:18Z,1,1,1,1,1,1,50,0
5,2026-09-20T07:00:23Z,1,1,1,1,1,1,50,0
10,2026-09-20T07:00:28Z,1,1,1,1,1,1,50,0
15,2026-09-20T07:00:33Z,1,1,1,1,1,1,50,0
21,2026-09-20T07:00:39Z,1,1,1,1,1,1,50,0
26,2026-09-20T07:00:44Z,1,1,1,1,1,1,50,0
31,2026-09-20T07:00:49Z,1,1,1,1,1,1,50,0
36,2026-09-20T07:00:54Z,1,1,1,1,1,1,50,0
42,2026-09-20T07:01:00Z,1,1,1,1,1,1,50,0
47,2026-09-20T07:01:05Z,1,1,1,1,1,1,50,0
52,2026-09-20T07:01:10Z,1,1,1,1,1,1,50,0
57,2026-09-20T07:01:15Z,1,1,1,1,1,1,50,0
63,2026-09-20T07:01:21Z,2,1,2,2,1,72,50,0
68,2026-09-20T07:01:26Z,2,1,2,2,2,72,50,0
73,2026-09-20T07:01:31Z,6,2,6,6,2,501,50,4
79,2026-09-20T07:01:37Z,6,2,6,6,6,501,50,0
84,2026-09-20T07:01:42Z,6,2,6,6,6,501,50,0
89,2026-09-20T07:01:47Z,10,6,10,10,6,481,50,0
95,2026-09-20T07:01:53Z,10,6,10,10,10,481,50,0
100,2026-09-20T07:01:58Z,10,6,10,10,10,481,50,0
105,2026-09-20T07:02:03Z,10,10,10,10,10,272,50,0
111,2026-09-20T07:02:09Z,10,10,10,10,10,272,50,0
116,2026-09-20T07:02:14Z,10,10,10,10,10,272,50,0
121,2026-09-20T07:02:19Z,10,10,10,10,10,177,50,0
126,2026-09-20T07:02:24Z,10,10,10,10,10,177,50,0
132,2026-09-20T07:02:30Z,10,10,10,10,10,177,50,0
137,2026-09-20T07:02:35Z,10,10,10,10,10,178,50,0
142,2026-09-20T07:02:40Z,10,10,10,10,10,178,50,0
148,2026-09-20T07:02:46Z,10,10,10,10,10,178,50,0
153,2026-09-20T07:02:51Z,10,10,10,10,10,179,50,0
158,2026-09-20T07:02:56Z,10,10,10,10,10,179,50,0
164,2026-09-20T07:03:02Z,10,10,10,10,10,178,50,0
169,2026-09-20T07:03:07Z,10,10,10,10,10,178,50,0
174,2026-09-20T07:03:12Z,10,10,10,10,10,178,50,0
180,2026-09-20T07:03:18Z,10,10,10,10,10,177,50,0
185,2026-09-20T07:03:23Z,10,10,10,10,10,177,50,0
190,2026-09-20T07:03:28Z,10,10,10,10,10,177,50,0
195,2026-09-20T07:03:33Z,10,10,10,10,10,179,50,0
201,2026-09-20T07:03:39Z,10,10,10,10,10,179,50,0
206,2026-09-20T07:03:44Z,10,10,10,10,10,179,50,0
211,2026-09-20T07:03:49Z,10,10,10,10,10,181,50,0
217,2026-09-20T07:03:55Z,10,10,10,10,10,181,50,0
222,2026-09-20T07:04:00Z,10,10,10,10,10,181,50,0
227,2026-09-20T07:04:05Z,10,10,10,10,10,177,50,0
233,2026-09-20T07:04:11Z,10,10,10,10,10,177,50,0
238,2026-09-20T07:04:16Z,10,10,10,10,10,177,50,0
243,2026-09-20T07:04:21Z,10,10,10,10,10,176,50,0
249,2026-09-20T07:04:27Z,10,10,10,10,10,176,50,0
254,2026-09-20T07:04:32Z,10,10,10,10,10,181,50,0
259,2026-09-20T07:04:37Z,10,10,10,10,10,181,50,0
265,2026-09-20T07:04:43Z,10,10,10,10,10,181,50,0
270,2026-09-20T07:04:48Z,10,10,10,10,10,177,50,0
275,2026-09-20T07:04:53Z,10,10,10,10,10,177,50,0
281,2026-09-20T07:04:59Z,10,10,10,10,10,177,50,0
286,2026-09-20T07:05:04Z,10,10,10,10,10,177,50,0
291,2026-09-20T07:05:09Z,10,10,10,10,10,177,50,0
296,2026-09-20T07:05:14Z,10,10,10,10,10,177,50,0
302,2026-09-20T07:05:20Z,10,10,10,10,10,155,50,0
307,2026-09-20T07:05:25Z,10,10,10,10,10,155,50,0
312,2026-09-20T07:05:30Z,10,10,10,10,10,155,50,0
317,2026-09-20T07:05:35Z,10,10,10,10,10,1,50,0
323,2026-09-20T07:05:41Z,10,10,10,10,10,1,50,0
328,2026-09-20T07:05:46Z,10,10,10,10,10,1,50,0
333,2026-09-20T07:05:51Z,10,10,10,10,10,1,50,0
339,2026-09-20T07:05:57Z,10,10,10,10,10,1,50,0
344,2026-09-20T07:06:02Z,10,10,10,10,10,1,50,0
349,2026-09-20T07:06:07Z,10,10,10,10,10,1,50,0
354,2026-09-20T07:06:12Z,10,10,10,10,10,1,50,0
360,2026-09-20T07:06:18Z,10,10,10,10,10,1,50,0
365,2026-09-20T07:06:23Z,10,10,10,10,10,1,50,0
370,2026-09-20T07:06:28Z,10,10,10,10,10,1,50,0
375,2026-09-20T07:06:33Z,10,10,10,10,10,1,50,0
381,2026-09-20T07:06:39Z,10,10,10,10,10,1,50,0
386,2026-09-20T07:06:44Z,10,10,10,10,10,1,50,0
391,2026-09-20T07:06:49Z,10,10,10,10,10,1,50,0
396,2026-09-20T07:06:54Z,10,10,10,10,10,1,50,0
402,2026-09-20T07:07:00Z,10,10,10,10,10,1,50,0
