t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T07:29:21Z,1,1,1,10,1,1,50,0
5,2026-09-20T07:29:26Z,1,1,1,1,1,1,50,0
11,2026-09-20T07:29:32Z,1,1,1,1,1,1,50,0
16,2026-09-20T07:29:37Z,1,1,1,1,1,1,50,0
21,2026-09-20T07:29:42Z,1,1,1,1,1,1,50,0
26,2026-09-20T07:29:47Z,1,1,1,1,1,1,50,0
32,2026-09-20T07:29:53Z,1,1,1,1,1,1,50,0
37,2026-09-20T07:29:58Z,1,1,1,1,1,1,50,0
42,2026-09-20T07:30:03Z,1,1,1,1,1,1,50,0
47,2026-09-20T07:30:08Z,1,1,1,1,1,1,50,0
53,2026-09-20T07:30:14Z,1,1,1,1,1,1,50,0
58,2026-09-20T07:30:19Z,1,1,1,1,0,1,50,0
63,2026-09-20T07:30:24Z,1,1,1,1,1,1,50,0
68,2026-09-20T07:30:29Z,1,1,1,1,1,1,50,0
74,2026-09-20T07:30:35Z,1,1,1,1,1,1,50,0
79,2026-09-20T07:30:40Z,1,1,1,1,1,1,50,0
84,2026-09-20T07:30:45Z,1,1,1,1,1,1,50,0
89,2026-09-20T07:30:50Z,5,1,5,5,5,497,50,0
95,2026-09-20T07:30:56Z,5,1,5,5,5,497,50,0
100,2026-09-20T07:31:01Z,5,1,5,5,5,497,50,0
105,2026-09-20T07:31:06Z,10,5,10,10,10,497,50,0
111,2026-09-20T07:31:12Z,10,5,10,10,10,497,50,0
116,2026-09-20T07:31:17Z,10,5,10,10,10,497,50,0
121,2026-09-20T07:31:22Z,10,10,10,10,10,438,50,0
126,2026-09-20T07:31:27Z,10,10,10,10,10,438,50,0
132,2026-09-20T07:31:33Z,10,10,10,10,10,438,50,0
137,2026-09-20T07:31:38Z,10,10,10,10,10,438,50,0
142,2026-09-20T07:31:43Z,10,10,10,10,10,438,50,0
148,2026-09-20T07:31:49Z,10,10,10,10,10,179,50,0
153,2026-09-20T07:31:54Z,10,10,10,10,10,179,50,0
158,2026-09-20T07:31:59Z,10,10,10,10,10,179,50,0
164,2026-09-20T07:32:05Z,10,10,10,10,10,179,50,0
169,2026-09-20T07:32:10Z,10,10,10,10,10,179,50,0
174,2026-09-20T07:32:15Z,10,10,10,10,10,179,50,0
180,2026-09-20T07:32:21Z,10,10,10,10,10,178,50,0
185,2026-09-20T07:32:26Z,10,10,10,10,10,178,50,0
190,2026-09-20T07:32:31Z,10,10,10,10,10,178,50,0
196,2026-09-20T07:32:37Z,10,10,10,10,10,178,50,0
201,2026-09-20T07:32:42Z,10,10,10,10,10,178,50,0
206,2026-09-20T07:32:47Z,10,10,10,10,10,178,50,0
212,2026-09-20T07:32:53Z,10,10,10,10,10,176,50,0
217,2026-09-20T07:32:58Z,10,10,10,10,10,176,50,0
222,2026-09-20T07:33:03Z,10,10,10,10,10,176,50,0
228,2026-09-20T07:33:09Z,10,10,10,10,10,176,50,0
233,2026-09-20T07:33:14Z,10,10,10,10,10,176,50,0
238,2026-09-20T07:33:19Z,10,10,10,10,10,175,50,0
243,2026-09-20T07:33:24Z,10,10,10,10,10,175,50,0
249,2026-09-20T07:33:30Z,10,10,10,10,10,175,50,0
254,2026-09-20T07:33:35Z,10,10,10,10,10,175,50,0
259,2026-09-20T07:33:40Z,10,10,10,10,10,175,50,0
265,2026-09-20T07:33:46Z,10,10,10,10,10,175,50,0
270,2026-09-20T07:33:51Z,10,10,10,10,10,178,50,0
275,2026-09-20T07:33:56Z,10,10,10,10,10,178,50,0
281,2026-09-20T07:34:02Z,10,10,10,10,10,178,50,0
286,2026-09-20T07:34:07Z,10,10,10,10,10,178,50,0
291,2026-09-20T07:34:12Z,10,10,10,10,10,178,50,0
297,2026-09-20T07:34:18Z,10,10,10,10,10,178,50,0
302,2026-09-20T07:34:23Z,10,10,10,10,10,176,50,0
307,2026-09-20T07:34:28Z,10,10,10,10,10,176,50,0
312,2026-09-20T07:34:33Z,10,10,10,10,10,176,50,0
318,2026-09-20T07:34:39Z,10,10,10,10,10,176,50,0
323,2026-09-20T07:34:44Z,10,10,10,10,10,176,50,0
328,2026-09-20T07:34:49Z,10,10,10,10,10,2,50,0
333,2026-09-20T07:34:54Z,10,10,10,10,10,2,50,0
339,2026-09-20T07:35:00Z,10,10,10,10,10,2,50,0
344,2026-09-20T07:35:05Z,10,10,10,10,10,2,50,0
349,2026-09-20T07:35:10Z,10,10,10,10,10,2,50,0
354,2026-09-20T07:35:15Z,10,10,10,10,10,2,50,0
360,2026-09-20T07:35:21Z,10,10,10,10,10,1,50,0
365,2026-09-20T07:35:26Z,10,10,10,10,10,1,50,0
370,2026-09-20T07:35:31Z,10,10,10,10,10,1,50,0
375,2026-09-20T07:35:36Z,10,10,10,10,10,1,50,0
381,2026-09-20T07:35:42Z,10,10,10,10,10,1,50,0
386,2026-09-20T07:35:47Z,10,10,10,10,10,1,50,0
391,2026-09-20T07:35:52Z,10,10,10,10,10,1,50,0
396,2026-09-20T07:35:57Z,10,10,10,10,10,1,50,0
402,2026-09-20T07:36:03Z,10,10,10,10,10,1,50,0
