t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T05:26:59Z,1,1,1,10,1,1,50,0
5,2026-09-20T05:27:04Z,1,1,1,10,1,1,50,0
10,2026-09-20T05:27:09Z,1,1,1,1,1,1,50,0
16,2026-09-20T05:27:15Z,1,1,1,1,1,1,50,0
21,2026-09-20T05:27:20Z,1,1,1,1,1,1,50,0
26,2026-09-20T05:27:25Z,1,1,1,1,1,1,50,0
32,2026-09-20T05:27:31Z,1,1,1,1,1,1,50,0
37,2026-09-20T05:27:36Z,1,1,1,1,1,1,50,0
42,2026-09-20T05:27:41Z,1,1,1,1,1,1,50,0
47,2026-09-20T05:27:46Z,1,1,1,1,1,1,50,0
53,2026-09-20T05:27:52Z,1,1,1,1,1,1,50,0
58,2026-09-20T05:27:57Z,2,1,1,2,1,68,50,1
63,2026-09-20T05:28:02Z,2,1,2,2,1,68,50,0
68,2026-09-20T05:28:07Z,2,1,2,2,2,68,50,0
74,2026-09-20T05:28:13Z,2,2,2,2,2,68,50,0
79,2026-09-20T05:28:18Z,2,2,2,2,2,68,50,0
84,2026-09-20T05:28:23Z,2,2,2,2,2,68,50,0
90,2026-09-20T05:28:29Z,2,2,2,2,2,68,50,0
95,2026-09-20T05:28:34Z,2,2,2,2,2,68,50,0
100,2026-09-20T05:28:39Z,2,2,2,2,2,68,50,0
105,2026-09-20T05:28:44Z,2,2,2,2,2,68,50,0
111,2026-09-20T05:28:50Z,2,2,2,2,2,68,50,0
116,2026-09-20T05:28:55Z,2,2,2,2,1,68,50,0
121,2026-09-20T05:29:00Z,6,2,6,6,2,500,50,0
126,2026-09-20T05:29:05Z,6,2,6,6,5,500,50,0
132,2026-09-20T05:29:11Z,6,2,6,6,6,500,50,0
137,2026-09-20T05:29:16Z,10,6,10,10,6,500,50,0
143,2026-09-20T05:29:22Z,10,6,10,10,10,500,50,0
148,2026-09-20T05:29:27Z,10,10,10,10,10,500,50,0
153,2026-09-20T05:29:32Z,10,10,10,10,10,500,50,0
159,2026-09-20T05:29:38Z,10,10,10,10,10,500,50,0
164,2026-09-20T05:29:43Z,10,10,10,10,10,500,50,0
169,2026-09-20T05:29:48Z,10,10,10,10,10,500,50,0
175,2026-09-20T05:29:54Z,10,10,10,10,10,500,50,0
180,2026-09-20T05:29:59Z,10,10,10,10,10,381,50,0
186,2026-09-20T05:30:05Z,10,10,10,10,10,381,50,0
191,2026-09-20T05:30:10Z,10,10,10,10,10,381,50,0
196,2026-09-20T05:30:15Z,10,10,10,10,10,381,50,0
202,2026-09-20T05:30:21Z,10,10,10,10,10,381,50,0
207,2026-09-20T05:30:26Z,10,10,10,10,10,381,50,0
213,2026-09-20T05:30:32Z,10,10,10,10,10,381,50,0
218,2026-09-20T05:30:37Z,10,10,10,10,10,381,50,0
223,2026-09-20T05:30:42Z,10,10,10,10,10,381,50,0
229,2026-09-20T05:30:48Z,10,10,10,10,10,381,50,0
234,2026-09-20T05:30:53Z,10,10,10,10,10,381,50,0
240,2026-09-20T05:30:59Z,10,10,10,10,10,298,50,0
245,2026-09-20T05:31:04Z,10,10,10,10,10,298,50,0
251,2026-09-20T05:31:10Z,10,10,10,10,10,298,50,0
256,2026-09-20T05:31:15Z,10,10,10,10,10,298,50,0
261,2026-09-20T05:31:20Z,10,10,10,10,10,298,50,0
267,2026-09-20T05:31:26Z,10,10,10,10,10,298,50,0
272,2026-09-20T05:31:31Z,10,10,10,10,10,298,50,0
278,2026-09-20T05:31:37Z,10,10,10,10,10,298,50,0
283,2026-09-20T05:31:42Z,10,10,10,10,10,298,50,0
289,2026-09-20T05:31:48Z,10,10,10,10,10,298,50,0
294,2026-09-20T05:31:53Z,10,10,10,10,10,298,50,0
299,2026-09-20T05:31:58Z,10,10,10,10,10,261,50,0
304,2026-09-20T05:32:03Z,10,10,10,10,10,261,50,0
310,2026-09-20T05:32:09Z,10,10,10,10,10,261,50,0
315,2026-09-20T05:32:14Z,10,10,10,10,10,261,50,0
320,2026-09-20T05:32:19Z,10,10,10,10,10,261,50,0
325,2026-09-20T05:32:24Z,10,10,10,10,10,261,50,0
331,2026-09-20T05:32:30Z,10,10,10,10,10,261,50,0
336,2026-09-20T05:32:35Z,10,10,10,10,10,261,50,0
341,2026-09-20T05:32:40Z,10,10,10,10,10,261,50,0
346,2026-09-20T05:32:45Z,10,10,10,10,10,261,50,0
352,2026-09-20T05:32:51Z,10,10,10,10,10,261,50,0
357,2026-09-20T05:32:56Z,10,10,10,10,10,261,50,0
362,2026-09-20T05:33:01Z,10,10,10,10,10,1,50,0
367,2026-09-20T05:33:06Z,10,10,10,10,10,1,50,0
373,2026-09-20T05:33:12Z,10,10,10,10,10,1,50,0
378,2026-09-20T05:33:17Z,10,10,10,10,10,1,50,0
383,2026-09-20T05:33:22Z,10,10,10,10,10,1,50,0
388,2026-09-20T05:33:27Z,10,10,10,10,10,1,50,0
394,2026-09-20T05:33:33Z,10,10,10,10,10,1,50,0
399,2026-09-20T05:33:38Z,10,10,10,10,10,1,50,0
404,2026-09-20T05:33:43Z,10,10,10,10,10,1,50,0
