t_rel,timestamp_utc,replicas_desejadas,replicas_hpa,replicas_deploy,replicas_pods,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
0,2026-09-20T12:58:00Z,5,1,5,14,1,201,50,4
5,2026-09-20T12:58:05Z,5,1,5,14,5,201,50,0
11,2026-09-20T12:58:11Z,5,1,5,5,5,201,50,0
16,2026-09-20T12:58:16Z,5,5,5,5,5,1,50,0
21,2026-09-20T12:58:21Z,5,5,5,5,5,1,50,0
26,2026-09-20T12:58:26Z,5,5,5,5,5,1,50,0
32,2026-09-20T12:58:32Z,5,5,5,5,5,1,50,0
37,2026-09-20T12:58:37Z,5,5,5,5,5,1,50,0
42,2026-09-20T12:58:42Z,5,5,5,5,5,1,50,0
47,2026-09-20T12:58:47Z,5,5,5,5,5,1,50,0
53,2026-09-20T12:58:53Z,5,5,5,5,5,1,50,0
58,2026-09-20T12:58:58Z,5,5,5,5,5,1,50,0
63,2026-09-20T12:59:03Z,5,5,5,5,5,1,50,0
68,2026-09-20T12:59:08Z,5,5,5,5,5,1,50,0
74,2026-09-20T12:59:14Z,5,5,5,5,5,1,50,0
79,2026-09-20T12:59:19Z,5,5,5,5,5,1,50,0
84,2026-09-20T12:59:24Z,5,5,5,5,5,1,50,0
90,2026-09-20T12:59:30Z,5,5,5,5,5,1,50,0
95,2026-09-20T12:59:35Z,5,5,5,5,5,1,50,0
100,2026-09-20T12:59:40Z,5,5,5,5,5,1,50,0
105,2026-09-20T12:59:45Z,5,5,5,5,5,1,50,0
111,2026-09-20T12:59:51Z,5,5,5,5,5,1,50,0
116,2026-09-20T12:59:56Z,5,5,5,5,5,1,50,0
121,2026-09-20T13:00:01Z,5,5,5,5,5,1,50,0
127,2026-09-20T13:00:07Z,5,5,5,5,5,1,50,0
132,2026-09-20T13:00:12Z,5,5,5,5,5,1,50,0
137,2026-09-20T13:00:17Z,10,5,10,10,5,293,50,0
142,2026-09-20T13:00:22Z,10,5,10,10,10,293,50,0
148,2026-09-20T13:00:28Z,10,5,10,10,10,293,50,0
153,2026-09-20T13:00:33Z,10,10,10,10,10,293,50,0
158,2026-09-20T13:00:38Z,10,10,10,10,10,293,50,0
164,2026-09-20T13:00:44Z,10,10,10,10,10,293,50,0
169,2026-09-20T13:00:49Z,10,10,10,10,10,293,50,0
174,2026-09-20T13:00:54Z,10,10,10,10,10,293,50,0
179,2026-09-20T13:00:59Z,10,10,10,10,10,293,50,0
185,2026-09-20T13:01:05Z,10,10,10,10,10,293,50,0
190,2026-09-20T13:01:10Z,10,10,10,10,10,293,50,0
195,2026-09-20T13:01:15Z,10,10,10,10,10,120,50,0
201,2026-09-20T13:01:21Z,10,10,10,10,10,120,50,0
